"171, 176, 107, 108, 65",12
"171, 176, 107, 108, 65",12
"171, 176, 106, 110, 65",12
"171, 176, 106, 112, 66",12
"171, 176, 106, 114, 66",12
"170, 177, 107, 117, 66",12
"173, 179, 109, 125, 69",12
"174, 178, 107, 129, 68",12
"173, 177, 106, 131, 67",12
"173, 177, 106, 130, 68",12
"173, 176, 106, 132, 68",12
"173, 176, 106, 132, 68",12
"172, 176, 106, 134, 68",12
"172, 176, 106, 137, 68",12
"172, 175, 106, 143, 68",12
"173, 175, 106, 149, 69",12
"173, 175, 105, 154, 69",12
"173, 175, 105, 156, 69",12
"173, 175, 105, 159, 69",12
"173, 176, 106, 162, 70",12
"173, 176, 106, 165, 70",12
"173, 176, 106, 169, 70",12
"174, 176, 106, 173, 71",12
"174, 176, 106, 176, 71",12
"174, 176, 105, 179, 71",12
"174, 176, 105, 183, 72",12
"175, 176, 106, 186, 72",12
"175, 176, 106, 189, 73",12
"175, 176, 105, 192, 73",12
"175, 176, 106, 195, 73",12
"175, 176, 106, 197, 74",12
"176, 177, 106, 199, 74",12
"176, 176, 106, 200, 74",12
"176, 177, 106, 201, 75",12
"176, 177, 106, 203, 75",12
"176, 177, 106, 205, 76",12
"176, 177, 106, 206, 76",12
"177, 176, 106, 208, 76",12
"177, 177, 106, 210, 76",12
"177, 177, 106, 212, 77",12
"177, 177, 106, 213, 77",12
"177, 177, 106, 215, 77",12
"178, 177, 106, 217, 78",12
"178, 178, 106, 219, 78",12
"178, 177, 106, 221, 78",12
"178, 177, 106, 222, 79",12
"178, 178, 106, 224, 79",12
"178, 177, 106, 224, 79",12
"178, 178, 107, 226, 79",12
"179, 178, 106, 227, 80",12
"179, 178, 107, 228, 80",12
"179, 178, 107, 232, 80",12
"179, 178, 107, 234, 80",12
"179, 178, 106, 235, 80",12
"180, 178, 107, 236, 81",12
"180, 179, 107, 236, 81",12
"180, 178, 107, 236, 81",12
"180, 178, 107, 236, 82",12
"180, 178, 107, 235, 82",12
"180, 178, 107, 235, 83",12
"180, 179, 107, 235, 82",12
"181, 179, 107, 236, 83",12
"180, 179, 107, 236, 83",12
"181, 179, 107, 237, 84",12
"181, 179, 107, 237, 83",12
"181, 179, 107, 238, 84",12
"181, 179, 107, 238, 84",12
"181, 179, 107, 239, 84",12
"181, 179, 107, 239, 84",12
"182, 179, 107, 239, 85",12
"181, 179, 107, 240, 85",12
"182, 179, 107, 240, 85",12
"182, 180, 107, 241, 85",12
"182, 179, 107, 241, 86",12
"182, 180, 107, 241, 86",12
"182, 179, 107, 242, 86",12
"183, 179, 107, 242, 86",12
"183, 179, 107, 242, 87",12
"183, 180, 107, 242, 87",12
"183, 180, 107, 243, 87",12
"183, 180, 107, 243, 87",12
"183, 180, 107, 244, 87",12
"183, 180, 108, 244, 88",12
"183, 180, 107, 245, 88",12
"183, 180, 107, 245, 88",12
"183, 180, 107, 245, 88",12
"184, 180, 108, 246, 89",12
"184, 180, 107, 246, 89",12
"184, 180, 108, 247, 89",12
"184, 180, 107, 247, 89",12
"184, 180, 107, 248, 90",12
"184, 180, 107, 248, 90",12
"184, 180, 108, 249, 90",12
"184, 180, 107, 249, 90",12
"185, 180, 107, 249, 91",12
"185, 181, 107, 250, 91",12
"185, 181, 107, 250, 91",12
"185, 181, 107, 250, 92",12
"185, 181, 108, 251, 92",12
"185, 181, 108, 251, 92",12
"186, 181, 107, 252, 92",12
"186, 181, 107, 252, 92",12
"186, 181, 108, 252, 92",12
"186, 181, 108, 253, 93",12
"186, 181, 107, 253, 93",12
"186, 181, 108, 254, 93",12
"186, 181, 107, 254, 93",12
"186, 181, 107, 254, 93",12
"187, 181, 107, 254, 93",12
"187, 181, 107, 255, 94",12
"187, 181, 107, 256, 94",12
"187, 181, 107, 256, 95",12
"187, 182, 107, 256, 95",12
"187, 182, 107, 257, 95",12
"187, 182, 107, 257, 95",12
"187, 181, 107, 257, 95",12
"187, 182, 107, 258, 95",12
"187, 182, 107, 258, 96",12
"187, 182, 107, 259, 96",12
"188, 182, 107, 259, 96",12
"188, 182, 106, 259, 96",12
"188, 182, 106, 259, 96",12
"188, 182, 106, 260, 97",12
"188, 182, 106, 260, 97",12
"188, 182, 107, 260, 97",12
"188, 182, 107, 261, 97",12
"188, 182, 107, 261, 98",12
"189, 182, 107, 262, 97",12
"189, 182, 108, 262, 98",12
"189, 182, 108, 262, 98",12
"189, 182, 108, 263, 98",12
"189, 182, 108, 263, 98",12
"189, 182, 108, 264, 98",12
"189, 182, 108, 264, 99",12
"189, 182, 108, 264, 99",12
"190, 183, 108, 264, 99",12
"189, 183, 108, 265, 100",12
"191, 184, 109, 261, 101",12
"191, 184, 109, 262, 101",12
"191, 184, 109, 263, 102",12
"191, 184, 109, 265, 102",12
"192, 184, 109, 266, 103",12
"192, 184, 109, 268, 103",12
"191, 184, 109, 269, 103",12
"192, 184, 109, 270, 103",12
"191, 184, 108, 270, 103",12
"192, 184, 108, 271, 103",12
"192, 184, 109, 271, 103",12
"192, 184, 108, 272, 103",12
"192, 184, 108, 271, 103",12
"192, 184, 108, 271, 103",12
"191, 184, 108, 271, 103",12
"191, 184, 108, 271, 103",12
"192, 184, 108, 271, 103",12
"192, 184, 108, 271, 103",12
"191, 184, 108, 271, 103",12
"191, 184, 108, 271, 103",12
"192, 184, 108, 272, 103",12
"192, 184, 108, 272, 103",12
"192, 185, 108, 272, 104",12
"192, 184, 108, 273, 104",12
"192, 184, 108, 273, 104",12
"192, 184, 108, 273, 103",12
"192, 184, 108, 274, 103",12
"192, 184, 108, 274, 104",12
"192, 184, 108, 275, 104",12
"192, 185, 107, 275, 104",12
"192, 184, 108, 276, 104",12
"192, 184, 108, 276, 104",12
"192, 184, 108, 276, 104",12
"192, 184, 108, 276, 104",12
"192, 184, 108, 277, 104",12
"192, 184, 108, 277, 104",12
"192, 184, 108, 278, 105",12
"192, 184, 108, 278, 105",12
"192, 184, 108, 278, 105",12
"192, 184, 108, 278, 105",12
"192, 184, 108, 278, 105",12
"192, 185, 108, 279, 105",12
"192, 185, 108, 279, 105",12
"192, 185, 108, 279, 105",12
"192, 185, 108, 280, 105",12
"192, 185, 108, 280, 105",12
"192, 185, 108, 280, 105",12
"192, 185, 108, 281, 106",12
"192, 185, 108, 281, 106",12
"193, 185, 108, 281, 105",12
"193, 185, 108, 281, 106",12
"193, 185, 108, 281, 106",12
"194, 185, 108, 281, 106",12
"193, 185, 108, 282, 106",12
"192, 185, 108, 282, 106",12
"193, 185, 108, 282, 106",12
"193, 185, 108, 282, 106",12
"193, 186, 108, 282, 106",12
"193, 185, 108, 283, 106",12
"193, 185, 108, 283, 106",12
"193, 185, 108, 283, 107",12
"193, 185, 108, 283, 107",12
"193, 185, 108, 283, 107",12
"194, 185, 108, 283, 107",12
"194, 185, 108, 284, 107",12
"194, 185, 108, 284, 107",12
"194, 185, 108, 284, 108",12
"194, 185, 108, 285, 107",12
"194, 185, 108, 285, 107",12
"194, 185, 108, 285, 107",12
"194, 186, 108, 285, 107",12
"194, 185, 108, 286, 107",12
"194, 185, 108, 286, 108",12
"194, 185, 108, 286, 108",12
"194, 185, 108, 286, 108",12
"194, 185, 108, 286, 108",12
"194, 185, 108, 286, 108",12
"194, 185, 108, 287, 108",12
"195, 185, 108, 287, 108",12
"195, 185, 108, 287, 108",12
"195, 185, 107, 287, 108",12
"195, 186, 107, 287, 108",12
"195, 185, 108, 288, 108",12
"195, 185, 108, 287, 108",12
"195, 185, 108, 288, 108",12
"195, 185, 108, 287, 108",12
"194, 185, 108, 287, 108",12
"194, 185, 107, 288, 109",12
"195, 185, 107, 288, 109",12
"195, 185, 107, 288, 109",12
"195, 185, 107, 288, 109",12
"195, 185, 107, 288, 109",12
"195, 185, 107, 288, 109",12
"195, 185, 107, 288, 109",12
"195, 185, 107, 288, 108",12
"195, 185, 107, 289, 109",12
"195, 185, 107, 289, 109",12
"195, 185, 106, 289, 109",12
"195, 185, 106, 289, 109",12
"195, 185, 106, 290, 109",12
"195, 185, 106, 289, 109",12
"195, 185, 107, 289, 109",12
"195, 186, 107, 290, 109",12
"195, 185, 108, 290, 109",12
"195, 186, 108, 290, 109",12
"195, 186, 108, 290, 109",12
"195, 185, 108, 290, 109",12
"194, 186, 109, 291, 109",12
"194, 186, 109, 291, 109",12
"194, 185, 109, 291, 110",12
"194, 185, 108, 291, 109",12
"194, 185, 108, 291, 110",12
"195, 185, 108, 291, 110",12
"195, 186, 108, 291, 110",12
"195, 185, 109, 292, 110",12
"195, 186, 108, 292, 110",12
"195, 186, 108, 292, 110",12
"195, 185, 108, 292, 110",12
"195, 186, 108, 292, 110",12
"196, 186, 108, 292, 110",12
"196, 185, 108, 293, 110",12
"196, 185, 108, 292, 110",12
"196, 185, 108, 292, 110",12
"196, 185, 108, 293, 110",12
"196, 185, 108, 293, 110",12
"196, 186, 108, 293, 111",12
"196, 186, 108, 293, 110",12
"196, 186, 108, 293, 110",12
"195, 185, 107, 294, 110",12
"195, 186, 107, 294, 110",12
"195, 185, 107, 294, 111",12
"195, 185, 107, 294, 111",12
"195, 185, 107, 294, 111",12
"195, 185, 107, 294, 111",12
"195, 186, 107, 295, 111",12
"196, 185, 107, 295, 111",12
"196, 185, 106, 295, 111",12
"195, 185, 106, 295, 110",12
"196, 185, 107, 295, 111",12
"196, 185, 106, 295, 111",12
"196, 185, 106, 295, 111",12
"196, 185, 106, 295, 111",12
"196, 185, 106, 296, 111",12
"196, 186, 106, 296, 111",12
"196, 185, 105, 295, 111",12
"196, 186, 105, 296, 111",12
